Month	WeekOfMonth	DayOfWeek	Make	AccidentArea	DayOfWeekClaimed	MonthClaimed	WeekOfMonthClaimed	Sex	MaritalStatus	Age	Fault	PolicyType	VehicleCategory	VehiclePrice	FraudFound	PolicyNumber	RepNumber	Deductible	DriverRating	Days:Policy-Accident	Days:Policy-Claim	PastNumberOfClaims	AgeOfVehicle	AgeOfPolicyHolder	PoliceReportFiled	WitnessPresent	AgentType	NumberOfSuppliments	AddressChange-Claim	NumberOfCars	Year	BasePolicy
Nov	1	Thursday	Honda	Urban	Friday	Nov	1	Female	Married	44	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10042	9	400	4	more than 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	3 to 5	no change	1 vehicle	1995	Liability
Dec	3	Tuesday	Toyota	Urban	Monday	Jan	3	Male	Married	30	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	10043	9	400	3	more than 30	more than 30	2 to 4	6 years	31 to 35	Yes	No	External	1 to 2	no change	1 vehicle	1995	All Perils
May	1	Saturday	Honda	Urban	Monday	May	5	Male	Married	27	Third Party	Sedan - Collision	Sedan	"20,000 to 29,000"	No	10044	11	400	3	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	1 to 2	no change	1 vehicle	1995	Collision
Jun	4	Saturday	Honda	Urban	Monday	Jun	4	Male	Married	30	Third Party	Sport - Collision	Sport	"more than 69,000"	No	10045	11	700	2	more than 30	more than 30	none	7 years	31 to 35	No	No	External	none	no change	1 vehicle	1995	Collision
Aug	3	Monday	Honda	Urban	Friday	Sep	1	Male	Single	27	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10046	13	400	4	more than 30	more than 30	1	6 years	31 to 35	No	No	External	none	no change	3 to 4	1995	Liability
Jul	2	Friday	Toyota	Urban	Monday	Jul	2	Male	Married	74	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10047	11	400	4	more than 30	more than 30	more than 4	more than 7	over 65	No	No	External	1 to 2	no change	1 vehicle	1995	Liability
Sep	3	Thursday	Honda	Rural	Sunday	Oct	1	Male	Married	23	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	10048	4	500	1	more than 30	more than 30	1	6 years	26 to 30	No	No	External	none	2 to 3 years	1 vehicle	1995	Collision
Dec	2	Monday	Pontiac	Urban	Tuesday	Dec	2	Male	Married	31	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10049	15	400	4	more than 30	more than 30	none	7 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1995	Liability
Oct	3	Sunday	Pontiac	Rural	Monday	Oct	3	Male	Married	38	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	10050	1	400	2	more than 30	more than 30	2 to 4	more than 7	36 to 40	No	No	External	more than 5	no change	1 vehicle	1995	Liability
Sep	1	Saturday	Accura	Urban	Wednesday	Oct	1	Male	Married	41	Policy Holder	Sedan - Liability	Sport	"more than 69,000"	No	10051	3	400	1	more than 30	more than 30	2 to 4	more than 7	36 to 40	No	No	External	more than 5	no change	1 vehicle	1995	Liability
May	1	Thursday	Toyota	Urban	Friday	May	3	Male	Single	33	Third Party	Sedan - Collision	Sedan	"30,000 to 39,000"	No	10052	10	400	4	more than 30	more than 30	none	6 years	31 to 35	No	No	External	1 to 2	no change	1 vehicle	1995	Collision
Apr	5	Sunday	Mazda	Urban	Monday	May	3	Male	Single	33	Third Party	Sedan - Collision	Sedan	"20,000 to 29,000"	No	10053	3	400	1	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1995	Collision
Dec	4	Thursday	Accura	Urban	Wednesday	Jan	3	Male	Married	34	Policy Holder	Sedan - All Perils	Sedan	"30,000 to 39,000"	No	10054	14	400	2	more than 30	more than 30	more than 4	7 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1995	All Perils
Sep	4	Sunday	Pontiac	Rural	Monday	Sep	4	Male	Married	54	Policy Holder	Utility - All Perils	Utility	"more than 69,000"	No	10055	3	400	3	more than 30	more than 30	more than 4	7 years	41 to 50	No	No	External	none	no change	1 vehicle	1995	All Perils
Jul	2	Thursday	Honda	Urban	Friday	Jul	2	Male	Married	43	Third Party	Sedan - All Perils	Sedan	"more than 69,000"	No	10056	16	400	4	more than 30	more than 30	none	new	36 to 40	No	No	External	none	no change	1 vehicle	1995	All Perils
Jun	4	Saturday	Pontiac	Urban	Monday	Jun	4	Female	Married	37	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10057	15	400	4	more than 30	more than 30	1	more than 7	36 to 40	No	No	External	more than 5	no change	1 vehicle	1995	Liability
Apr	5	Friday	Honda	Urban	Thursday	May	3	Male	Single	35	Policy Holder	Sport - Collision	Sport	"more than 69,000"	No	10058	11	400	3	more than 30	more than 30	none	7 years	31 to 35	No	No	External	none	no change	1 vehicle	1995	Collision
Apr	5	Thursday	Toyota	Urban	Tuesday	May	1	Male	Married	63	Third Party	Sedan - All Perils	Sedan	"more than 69,000"	No	10059	13	400	1	more than 30	more than 30	1	more than 7	51 to 65	No	No	External	more than 5	no change	1 vehicle	1995	All Perils
Sep	5	Friday	Mazda	Urban	Monday	Oct	1	Male	Married	74	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10060	3	400	2	more than 30	more than 30	2 to 4	more than 7	over 65	No	No	External	none	4 to 8 years	2 vehicles	1995	Liability
Jul	3	Thursday	Toyota	Urban	Monday	Jul	3	Female	Married	43	Policy Holder	Sedan - All Perils	Sedan	"less than 20,000"	No	10061	8	400	2	more than 30	more than 30	2 to 4	2 years	36 to 40	No	No	External	1 to 2	no change	1 vehicle	1995	All Perils
Aug	1	Wednesday	Mazda	Urban	Thursday	Aug	1	Male	Married	50	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	10062	2	400	1	more than 30	more than 30	2 to 4	7 years	41 to 50	No	No	External	none	no change	1 vehicle	1995	Collision
Nov	4	Wednesday	Pontiac	Urban	Tuesday	Dec	2	Male	Married	34	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	10063	14	400	3	more than 30	more than 30	1	7 years	31 to 35	No	No	External	none	no change	1 vehicle	1995	All Perils
Feb	4	Sunday	Mazda	Urban	Tuesday	May	4	Male	Married	60	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	10064	3	400	1	more than 30	more than 30	2 to 4	more than 7	51 to 65	No	No	External	3 to 5	no change	1 vehicle	1995	Collision
Jul	2	Sunday	Pontiac	Urban	Monday	Jul	2	Male	Married	74	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10065	15	400	4	more than 30	more than 30	2 to 4	more than 7	over 65	No	No	External	more than 5	no change	1 vehicle	1995	Liability
Dec	2	Thursday	Toyota	Urban	Monday	Dec	2	Male	Single	34	Policy Holder	Sedan - Liability	Sport	"more than 69,000"	No	10066	12	400	1	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	3 to 5	no change	1 vehicle	1995	Liability
Dec	1	Friday	Pontiac	Urban	Monday	Dec	1	Female	Single	32	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	10067	12	400	3	more than 30	more than 30	more than 4	6 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1995	Collision
Apr	1	Sunday	Saab	Urban	Tuesday	Apr	1	Female	Single	33	Policy Holder	Sedan - All Perils	Sedan	"30,000 to 39,000"	No	10068	11	400	3	more than 30	more than 30	none	5 years	31 to 35	No	No	External	none	no change	1 vehicle	1995	All Perils
Jun	3	Monday	Pontiac	Urban	Thursday	Jun	4	Male	Single	26	Third Party	Sedan - Collision	Sedan	"20,000 to 29,000"	No	10069	15	400	2	more than 30	more than 30	none	7 years	31 to 35	No	No	External	none	no change	1 vehicle	1995	Collision
Jun	3	Saturday	Toyota	Urban	Tuesday	Jun	4	Male	Married	54	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	10070	12	400	2	more than 30	more than 30	2 to 4	more than 7	41 to 50	No	No	External	3 to 5	no change	1 vehicle	1995	Collision
Jun	5	Thursday	Pontiac	Urban	Tuesday	Jul	1	Male	Married	70	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10071	14	400	3	more than 30	more than 30	none	more than 7	over 65	No	No	External	none	no change	1 vehicle	1995	Liability
Jun	3	Tuesday	Pontiac	Urban	Tuesday	Jun	3	Female	Single	40	Third Party	Sedan - Liability	Sport	"20,000 to 29,000"	No	10072	7	400	3	more than 30	more than 30	2 to 4	more than 7	36 to 40	No	No	Internal	more than 5	no change	1 vehicle	1995	Liability
May	3	Wednesday	Mazda	Urban	Tuesday	May	4	Female	Married	28	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10073	1	400	2	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1995	Liability
Oct	1	Thursday	Pontiac	Urban	Tuesday	Oct	2	Male	Single	30	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10074	12	400	3	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1995	Liability
Dec	3	Saturday	Ford	Urban	Tuesday	Dec	3	Male	Married	34	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	10075	11	400	4	more than 30	more than 30	more than 4	7 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1995	Liability
Jan	4	Monday	Mazda	Urban	Tuesday	Jan	4	Male	Married	36	Third Party	Sedan - Collision	Sedan	"20,000 to 29,000"	No	10076	9	700	1	more than 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	more than 5	no change	1 vehicle	1995	Collision
Sep	4	Tuesday	VW	Urban	Thursday	Sep	5	Male	Married	29	Policy Holder	Sedan - Liability	Sport	"more than 69,000"	No	10077	3	400	2	more than 30	more than 30	none	7 years	31 to 35	No	No	Internal	more than 5	no change	1 vehicle	1995	Liability
Sep	5	Thursday	Chevrolet	Urban	Friday	Sep	5	Male	Single	44	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	10078	2	400	3	more than 30	more than 30	none	7 years	36 to 40	Yes	No	Internal	1 to 2	no change	1 vehicle	1995	Liability
Sep	5	Saturday	Toyota	Urban	Monday	Oct	1	Male	Married	32	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10079	13	400	1	more than 30	more than 30	none	7 years	31 to 35	No	No	External	none	no change	1 vehicle	1995	Liability
Oct	1	Tuesday	Toyota	Urban	Thursday	Oct	1	Male	Married	30	Policy Holder	Sedan - All Perils	Sedan	"less than 20,000"	No	10080	7	400	1	more than 30	more than 30	1	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1995	All Perils
Oct	1	Tuesday	Pontiac	Urban	Wednesday	Oct	1	Male	Married	74	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	10081	13	400	3	more than 30	more than 30	none	7 years	over 65	No	No	External	3 to 5	4 to 8 years	2 vehicles	1995	Collision
Oct	2	Wednesday	Ford	Urban	Friday	Oct	2	Female	Single	33	Policy Holder	Sedan - Liability	Sport	"40,000 to 59,000"	No	10082	4	400	2	more than 30	more than 30	more than 4	7 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1995	Liability
Oct	2	Wednesday	Toyota	Urban	Wednesday	Oct	4	Male	Married	34	Third Party	Sedan - Liability	Sport	"20,000 to 29,000"	No	10083	4	400	4	more than 30	more than 30	none	7 years	31 to 35	No	No	External	1 to 2	no change	1 vehicle	1995	Liability
Oct	2	Wednesday	Mazda	Urban	Friday	Oct	3	Male	Married	35	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10084	16	400	4	more than 30	more than 30	2 to 4	6 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1995	Liability
Feb	2	Monday	Pontiac	Urban	Friday	Feb	3	Female	Single	51	Third Party	Sedan - All Perils	Sedan	"less than 20,000"	No	10085	2	400	3	more than 30	more than 30	none	more than 7	41 to 50	No	No	External	3 to 5	no change	1 vehicle	1995	All Perils
Oct	2	Monday	Mazda	Urban	Friday	Oct	2	Male	Married	38	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	10086	5	400	1	more than 30	more than 30	none	7 years	36 to 40	No	No	External	3 to 5	no change	1 vehicle	1995	Liability
Oct	2	Saturday	Chevrolet	Urban	Wednesday	Oct	2	Male	Married	43	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	10087	8	400	2	more than 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	more than 5	no change	3 to 4	1995	Collision
Feb	2	Monday	Honda	Urban	Friday	Mar	2	Male	Single	35	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	Yes	10088	3	400	4	more than 30	more than 30	2 to 4	5 years	31 to 35	No	No	External	1 to 2	no change	1 vehicle	1995	Collision
Feb	2	Monday	Mazda	Urban	Wednesday	Mar	1	Male	Married	64	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	Yes	10089	11	400	2	more than 30	more than 30	more than 4	6 years	51 to 65	No	No	External	none	no change	1 vehicle	1995	Collision
May	4	Friday	Pontiac	Urban	Thursday	Jun	3	Female	Married	38	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10090	14	400	1	more than 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1995	Liability
Jan	4	Tuesday	Toyota	Urban	Wednesday	Feb	1	Male	Married	35	Policy Holder	Sedan - Collision	Sedan	"30,000 to 39,000"	No	10091	15	400	4	more than 30	more than 30	2 to 4	7 years	31 to 35	No	No	External	1 to 2	no change	1 vehicle	1995	Collision
Jan	4	Tuesday	Honda	Urban	Thursday	Jan	4	Female	Divorced	31	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	10092	7	400	2	more than 30	more than 30	more than 4	5 years	31 to 35	Yes	No	External	none	no change	1 vehicle	1995	Collision
Dec	3	Sunday	Pontiac	Urban	Wednesday	Dec	4	Female	Married	62	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10093	7	400	2	more than 30	more than 30	none	7 years	51 to 65	No	No	External	more than 5	no change	1 vehicle	1995	Liability
Nov	3	Tuesday	Mazda	Urban	Thursday	Nov	3	Male	Married	72	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10094	5	400	1	more than 30	more than 30	none	more than 7	over 65	No	No	External	3 to 5	no change	1 vehicle	1995	Liability
Nov	3	Tuesday	Chevrolet	Urban	Wednesday	Jan	4	Male	Married	53	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	10095	16	400	2	more than 30	more than 30	more than 4	7 years	41 to 50	No	No	External	more than 5	no change	1 vehicle	1995	Liability
Oct	1	Thursday	Pontiac	Urban	Thursday	Oct	1	Male	Married	39	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10096	3	400	2	more than 30	more than 30	more than 4	7 years	36 to 40	No	No	External	more than 5	no change	1 vehicle	1995	Liability
Aug	1	Friday	Mazda	Rural	Thursday	Aug	2	Male	Married	56	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	10097	10	400	4	more than 30	more than 30	none	more than 7	51 to 65	No	No	External	1 to 2	no change	1 vehicle	1995	All Perils
May	3	Thursday	Toyota	Urban	Thursday	May	3	Male	Married	27	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	10098	15	400	4	more than 30	more than 30	1	7 years	31 to 35	No	No	External	none	no change	1 vehicle	1995	Collision
Jan	5	Saturday	Pontiac	Urban	Friday	Feb	1	Male	Single	39	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10099	4	500	4	more than 30	more than 30	2 to 4	6 years	36 to 40	Yes	No	External	none	no change	1 vehicle	1995	Liability
Jan	5	Monday	Honda	Urban	Thursday	Feb	1	Male	Married	26	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10100	12	400	1	more than 30	more than 30	more than 4	6 years	31 to 35	No	No	External	3 to 5	no change	1 vehicle	1995	Liability
Feb	3	Tuesday	Mazda	Rural	Tuesday	Feb	4	Male	Married	35	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	Yes	10101	6	400	2	more than 30	more than 30	none	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1995	Collision
Jan	3	Tuesday	Pontiac	Urban	Tuesday	Jan	4	Male	Married	29	Third Party	Sedan - Collision	Sedan	"30,000 to 39,000"	No	10102	1	400	2	more than 30	more than 30	none	6 years	31 to 35	Yes	No	External	none	1 year	2 vehicles	1995	Collision
Jan	3	Thursday	Toyota	Urban	Tuesday	Jan	4	Male	Married	39	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10103	11	400	3	more than 30	more than 30	more than 4	7 years	36 to 40	No	No	External	more than 5	no change	1 vehicle	1995	Liability
Jul	4	Monday	Chevrolet	Urban	Wednesday	Jul	4	Male	Married	39	Policy Holder	Sedan - Liability	Sport	"more than 69,000"	No	10104	7	400	1	more than 30	more than 30	2 to 4	7 years	36 to 40	No	No	External	more than 5	no change	1 vehicle	1995	Liability
Aug	1	Tuesday	Mazda	Urban	Thursday	Aug	1	Male	Married	41	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	10105	5	400	3	more than 30	more than 30	1	7 years	36 to 40	No	No	External	1 to 2	no change	1 vehicle	1995	Collision
Aug	4	Tuesday	Honda	Urban	Thursday	Aug	4	Male	Married	32	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	10106	14	400	1	more than 30	more than 30	none	6 years	31 to 35	No	No	External	none	no change	1 vehicle	1995	Collision
Jun	4	Tuesday	Pontiac	Urban	Tuesday	Jun	4	Male	Single	35	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	10107	7	700	1	more than 30	more than 30	1	7 years	31 to 35	No	No	External	none	no change	1 vehicle	1995	Liability
Feb	3	Tuesday	Saturn	Urban	Monday	Feb	4	Male	Married	57	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	10108	9	400	2	more than 30	more than 30	none	more than 7	51 to 65	No	No	External	none	no change	1 vehicle	1995	All Perils
Oct	4	Monday	Honda	Urban	Monday	Dec	1	Male	Married	37	Policy Holder	Sport - Collision	Sport	"more than 69,000"	No	10109	7	400	1	more than 30	more than 30	2 to 4	3 years	36 to 40	No	No	External	none	no change	1 vehicle	1995	Collision
Nov	2	Thursday	Toyota	Urban	Friday	Nov	3	Female	Married	54	Third Party	Sedan - Collision	Sedan	"20,000 to 29,000"	No	10110	2	400	1	more than 30	more than 30	2 to 4	more than 7	41 to 50	No	No	External	3 to 5	no change	1 vehicle	1995	Collision
Nov	1	Saturday	Toyota	Urban	Thursday	Nov	3	Male	Married	42	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	10111	11	400	1	more than 30	more than 30	none	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1995	Collision
Jan	4	Friday	Toyota	Urban	Wednesday	Feb	1	Male	Married	33	Third Party	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	10112	9	400	4	more than 30	more than 30	2 to 4	7 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1995	All Perils
Jan	4	Thursday	Pontiac	Urban	Thursday	Feb	1	Male	Single	51	Policy Holder	Utility - All Perils	Utility	"more than 69,000"	No	10113	5	400	4	more than 30	more than 30	more than 4	7 years	41 to 50	No	No	External	more than 5	no change	1 vehicle	1995	All Perils
Jan	3	Monday	Nisson	Urban	Wednesday	Jan	4	Male	Married	56	Policy Holder	Sedan - Collision	Sedan	"40,000 to 59,000"	No	10114	6	400	1	8 to 15	15 to 30	none	more than 7	51 to 65	No	No	External	none	no change	1 vehicle	1995	Collision
Jul	1	Tuesday	Toyota	Urban	Wednesday	Jul	1	Male	Married	58	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10115	5	400	4	more than 30	more than 30	2 to 4	7 years	51 to 65	No	No	External	none	no change	1 vehicle	1995	Liability
Oct	4	Monday	Pontiac	Urban	Monday	Oct	4	Male	Single	31	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10116	10	400	4	more than 30	more than 30	more than 4	5 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1995	Liability
Feb	3	Tuesday	Honda	Urban	Thursday	Feb	3	Male	Single	0	Policy Holder	Utility - All Perils	Utility	"more than 69,000"	Yes	10117	11	400	1	more than 30	more than 30	none	new	16 to 17	No	No	External	none	no change	1 vehicle	1995	All Perils
Feb	2	Wednesday	Pontiac	Urban	Monday	Feb	5	Male	Single	27	Third Party	Sedan - Liability	Sport	"30,000 to 39,000"	No	10118	15	400	1	more than 30	more than 30	1	6 years	31 to 35	No	No	External	more than 5	no change	1 vehicle	1995	Liability
May	2	Friday	Toyota	Urban	Tuesday	Oct	4	Male	Married	42	Policy Holder	Sedan - All Perils	Sedan	"20,000 to 29,000"	No	10119	13	400	2	more than 30	more than 30	none	7 years	36 to 40	Yes	No	External	none	no change	1 vehicle	1995	All Perils
May	2	Wednesday	Honda	Urban	Thursday	May	2	Male	Married	49	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10120	8	400	3	more than 30	more than 30	2 to 4	more than 7	41 to 50	No	No	External	none	no change	1 vehicle	1995	Liability
Jul	1	Saturday	Pontiac	Urban	Wednesday	Jul	2	Male	Single	38	Policy Holder	Sedan - Liability	Sport	"30,000 to 39,000"	No	10121	16	400	2	more than 30	more than 30	more than 4	more than 7	36 to 40	No	No	External	none	no change	1 vehicle	1995	Liability
Aug	5	Tuesday	Toyota	Urban	Friday	Sep	1	Male	Married	55	Policy Holder	Sedan - Collision	Sedan	"20,000 to 29,000"	No	10122	8	400	1	more than 30	more than 30	2 to 4	7 years	41 to 50	No	No	Internal	none	no change	1 vehicle	1995	Collision
Dec	4	Tuesday	Toyota	Urban	Wednesday	Feb	1	Female	Married	45	Third Party	Sedan - All Perils	Sedan	"less than 20,000"	No	10123	4	400	4	more than 30	more than 30	none	4 years	36 to 40	No	No	External	none	4 to 8 years	2 vehicles	1995	All Perils
May	1	Friday	Pontiac	Urban	Friday	Jun	1	Male	Married	43	Policy Holder	Sedan - Liability	Sport	"20,000 to 29,000"	No	10124	8	400	1	more than 30	more than 30	more than 4	7 years	36 to 40	No	No	External	3 to 5	no change	1 vehicle	1995	Liability
Feb	3	Wednesday	Pontiac	Urban	Thursday	Feb	3	Male	Single	36	Policy Holder	Utility - All Perils	Utility	"40,000 to 59,000"	Yes	10125	13	400	2	more than 30	more than 30	more than 4	7 years	36 to 40	No	No	External	none	no change	1 vehicle	1995	All Perils
Sep	2	Monday	Toyota	Urban	Friday	Sep	3	Male	Married	35	Third Party	Sedan - Collision	Sedan	"20,000 to 29,000"	No	10126	4	400	2	more than 30	more than 30	2 to 4	7 years	31 to 35	No	No	External	1 to 2	no change	1 vehicle	1995	Collision
